UnidadeAdm - Código;Situação UnidadeAdm;UnidadeAdm - Nome;UnidadeAdm - Sigla
1045000583;EXCLUÍDO;DIRETORIA ADMINISTRATIVA - PENITENCIÁRIA AGOSTINHO DE OLIVEIRA JÚNIOR;DAPDEZZ
1045000584;EXCLUÍDO;DIRETORIA DE SEGURANÇA - PENITENCIÁRIA AGOSTINHO DE OLIVEIRA JÚNIOR;DDSPADOJZZ
1045000585;EXCLUÍDO;DIRETORIA DE ATENDIMENTO AO INDIVÍDUO PRIVADO DE LIBERDADE - PENITENCIÁRIA AGOSTINHO DE OLIVEIRA JÚNIOR;DDAIPDL-PADOZZ
1045000586;EXCLUÍDO;PENITENCIÁRIA DE TRÊS CORAÇÕES;PENITRÊSZZ
1045000587;EXCLUÍDO;DIRETORIA-GERAL - PENITENCIÁRIA DE TRÊS CORAÇÕES;DPTRÊSCORAÇÃOZZ
1045000588;EXCLUÍDO;ASSESSORIA DE INTELIGÊNCIA - PENITENCIÁRIA DE TRÊS CORAÇÕES;ADIPDTCZZ
1045000589;EXCLUÍDO;DIRETORIA ADMINISTRATIVA - PENITENCIÁRIA DE TRÊS CORAÇÕES;DAPTRÊSZZ
1045000590;EXCLUÍDO;DIRETORIA DE SEGURANÇA - PENITENCIÁRIA DE TRÊS CORAÇÕES;DDSPDTCZZ
1045000591;EXCLUÍDO;DIRETORIA DE ATENDIMENTO AO INDIVÍDUO PRIVADO DE LIBERDADE - PENITENCIÁRIA DE TRÊS CORAÇÕES;DDAIPDL-PDTCZZ
1045000592;EXCLUÍDO;PENITENCIÁRIA DEPUTADO EXPEDITO DE FARIA TAVARES;PENIEXPEDITOZZ
1045000593;EXCLUÍDO;DIRETORIA-GERAL - PENITENCIÁRIA DEPUTADO EXPEDITO DE FARIA TAVARES;DPEXPEDITOZZ
1045000594;EXCLUÍDO;ASSESSORIA DE INTELIGÊNCIA - PENITENCIÁRIA DEPUTADO EXPEDITO DE FARIA TAVARES;ADIPDEDFTZZ
1045000595;EXCLUÍDO;DIRETORIA ADMINISTRATIVA - PENITENCIÁRIA DEPUTADO EXPEDITO DE FARIA TAVARES;DAPEXPEDITOZZ
1045000596;EXCLUÍDO;DIRETORIA DE SEGURANÇA - PENITENCIÁRIA DEPUTADO EXPEDITO DE FARIA TAVARES;DDSPDEDFTZZ
1045000597;EXCLUÍDO;DIRETORIA DE ATENDIMENTO AO INDIVÍDUO PRIVADO DE LIBERDADE - PENITENCIÁRIA DEPUTADO EXPEDITO DE FARIA TAVARES;DDAIPDL-PDEDZZ
1045000598;EXCLUÍDO;PENITENCIÁRIA FRANCISCO FLORIANO DE PAULA;PENIFLORIANOZZ
1045000599;EXCLUÍDO;DIRETORIA-GERAL - PENITENCIÁRIA FRANCISCO FLORIANO DE PAULA;DPFLORIANOZZ
1045000600;EXCLUÍDO;ASSESSORIA DE INTELIGÊNCIA - PENITENCIÁRIA FRANCISCO FLORIANO DE PAULA;ADIPFFDPZZ
1045000601;EXCLUÍDO;DIRETORIA ADMINISTRATIVA - PENITENCIÁRIA FRANCISCO FLORIANO DE PAULA;DAPFLORIANOZZ
1045000602;EXCLUÍDO;DIRETORIA DE SEGURANÇA - PENITENCIÁRIA FRANCISCO FLORIANO DE PAULA;DDSPFFDPZZ
1045000603;EXCLUÍDO;DIRETORIA DE ATENDIMENTO AO INDIVÍDUO PRIVADO DE LIBERDADE - PENITENCIÁRIA FRANCISCO FLORIANO DE PAULA;DDAIPDL-PFFDZZ
1045000604;EXCLUÍDO;PENITENCIÁRIA JOSÉ EDSON CAVALIERI;PENIEDSONZZ
1045000605;EXCLUÍDO;DIRETORIA-GERAL - PENITENCIÁRIA JOSÉ EDSON CAVALIERI;DPEDSONZZ
1045000606;EXCLUÍDO;ASSESSORIA DE INTELIGÊNCIA - PENITENCIÁRIA JOSÉ EDSON CAVALIERI;ADIPJECZZ
1045000607;EXCLUÍDO;DIRETORIA ADMINISTRATIVA - PENITENCIÁRIA JOSÉ EDSON CAVALIERI;DAPEDSONZZ
1045000608;EXCLUÍDO;DIRETORIA DE SEGURANÇA - PENITENCIÁRIA JOSÉ EDSON CAVALIERI;DDSPJECZZ
1045000609;EXCLUÍDO;DIRETORIA DE ATENDIMENTO AO INDIVÍDUO PRIVADO DE LIBERDADE - PENITENCIÁRIA JOSÉ EDSON CAVALIERI;DDAIPDL-PJECZZ
1045000610;EXCLUÍDO;PENITENCIÁRIA PROFESSOR ALUÍZIO IGNÁCIO DE OLIVEIRA;PENIALUÍZIOZZ
1045000611;EXCLUÍDO;DIRETORIA-GERAL - PENITENCIÁRIA PROFESSOR ALUÍZIO IGNÁCIO DE OLIVEIRA;DPALUÍZIOZZ
1045000612;EXCLUÍDO;ASSESSORIA DE INTELIGÊNCIA - PENITENCIÁRIA PROFESSOR ALUÍZIO IGNÁCIO DE OLIVEIRA;ADIPPAIDOZZ
1045000613;EXCLUÍDO;DIRETORIA ADMINISTRATIVA - PENITENCIÁRIA PROFESSOR ALUÍZIO IGNÁCIO DE OLIVEIRA;DAPALUÍZIOZZ
1045000614;EXCLUÍDO;DIRETORIA DE SEGURANÇA - PENITENCIÁRIA PROFESSOR ALUÍZIO IGNÁCIO DE OLIVEIRA;DDSPPAIDOZZ
1045000615;EXCLUÍDO;DIRETORIA DE ATENDIMENTO AO INDIVÍDUO PRIVADO DE LIBERDADE - PENITENCIÁRIA PROFESSOR ALUÍZIO IGNÁCIO DE OLIVEIRA;DDAIPDL-PPAIZZ
1045000616;EXCLUÍDO;PRESÍDIO DE SÃO JOAQUIM DE BICAS II;PRESSÃOJOAQBICASZZ
1045000617;EXCLUÍDO;DIRETORIA-GERAL - PRESÍDIO DE SÃO JOAQUIM DE BICAS II;DPSÃOJBICAS2ZZ
1045000618;EXCLUÍDO;ASSESSORIA DE INTELIGÊNCIA - PRESÍDIO DE SÃO JOAQUIM DE BICAS II;ADIPDSJDBIZZ
1045000619;EXCLUÍDO;DIRETORIA ADMINISTRATIVA - PRESÍDIO DE SÃO JOAQUIM DE BICAS II;DADJPSÃOJOAQBICASZZ
1045000620;EXCLUÍDO;DIRETORIA DE SEGURANÇA - PRESÍDIO DE SÃO JOAQUIM DE BICAS II;DDSPDSJDBIZZ
1045000621;EXCLUÍDO;DIRETORIA DE ATENDIMENTO AO INDIVÍDUO PRIVADO DE LIBERDADE - PRESÍDIO DE SÃO JOAQUIM DE BICAS II;DDAIPDL-PDSJZZ
1045000622;EXCLUÍDO;PRESÍDIO REGIONAL DE MONTES CLAROS;PRESDEZZ
1045000623;EXCLUÍDO;DIRETORIA-GERAL - PRESÍDIO REGIONAL DE MONTES CLAROS;DPDE1ZZ
1045000624;EXCLUÍDO;ASSESSORIA DE INTELIGÊNCIA - PRESÍDIO REGIONAL DE MONTES CLAROS;ADIPRDMCZZ
1045000625;EXCLUÍDO;DIRETORIA ADMINISTRATIVA - PRESÍDIO REGIONAL DE MONTES CLAROS;DAPMOCZZ
1045000626;EXCLUÍDO;DIRETORIA DE SEGURANÇA - PRESÍDIO REGIONAL DE MONTES CLAROS;DDSPRDMCZZ
1045000627;EXCLUÍDO;DIRETORIA DE ATENDIMENTO AO INDIVÍDUO PRIVADO DE LIBERDADE - PRESÍDIO REGIONAL DE MONTES CLAROS;DDAIPDL-PRDMZZ
1045000628;EXCLUÍDO;CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - BETIM;CRDSP-BZZ
1045000629;EXCLUÍDO;DIRETORIA-GERAL - CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - BETIM;DCRDSP-BZZ
1045000630;EXCLUÍDO;ASSESSORIA DE INTELIGÊNCIA - CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - BETIM;ADICDRDSPBZZ
1045000631;EXCLUÍDO;DIRETORIA ADMINISTRATIVA - CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - BETIM;DACRDSPBZZ
1045000632;EXCLUÍDO;DIRETORIA DE SEGURANÇA - CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - BETIM;DDSCDRDSP-BZZ
1045000633;EXCLUÍDO;DIRETORIA DE ATENDIMENTO AO INDIVÍDUO PRIVADO DE LIBERDADE - CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - BETIM;DDAIPDL-CDRDZZ
1045000634;EXCLUÍDO;CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - CENTRO-SUL;CRDSP-CZZ
1045000635;EXCLUÍDO;DIRETORIA-GERAL - CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - CENTRO-SUL;DCRDSP-CZZ
1045000636;EXCLUÍDO;ASSESSORIA DE INTELIGÊNCIA - CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - CENTRO-SUL;ADICDRDSPCZZ
1045000637;EXCLUÍDO;DIRETORIA ADMINISTRATIVA - CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - CENTRO-SUL;DACRDSPCZZ
1045000638;EXCLUÍDO;DIRETORIA DE SEGURANÇA - CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - CENTRO-SUL;DDSCDRDSP-CZZ
1045000639;EXCLUÍDO;DIRETORIA DE ATENDIMENTO AO INDIVÍDUO PRIVADO DE LIBERDADE - CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - CENTRO-SUL;DDAIPDL-CDRD1ZZ
1045000640;EXCLUÍDO;CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - CONTAGEM;CRDSP-C1ZZ
1045000641;EXCLUÍDO;DIRETORIA-GERAL - CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - CONTAGEM;DCRDSP-C1ZZ
1045000642;EXCLUÍDO;ASSESSORIA DE INTELIGÊNCIA - CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - CONTAGEM;ADICDRDSPC1ZZ
1045000643;EXCLUÍDO;DIRETORIA ADMINISTRATIVA - CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - CONTAGEM;DACRDSPC1ZZ
1045000644;EXCLUÍDO;DIRETORIA DE SEGURANÇA - CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - CONTAGEM;DDSCDRDSP-C1ZZ
1045000645;EXCLUÍDO;DIRETORIA DE ATENDIMENTO AO INDIVÍDUO PRIVADO DE LIBERDADE - CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - CONTAGEM;DDAIPDL-CDRD5ZZ
1045000646;EXCLUÍDO;CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - GAMELEIRA;CRDSP-GZZ
1045000647;EXCLUÍDO;DIRETORIA-GERAL - CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - GAMELEIRA;DCRDSP-GZZ
1045000648;EXCLUÍDO;ASSESSORIA DE INTELIGÊNCIA - CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - GAMELEIRA;ADICDRDSPGZZ
1045000649;EXCLUÍDO;DIRETORIA ADMINISTRATIVA - CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - GAMELEIRA;DACRDSPGZZ
1045000650;EXCLUÍDO;DIRETORIA DE SEGURANÇA - CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - GAMELEIRA;DDSCDRDSP-GZZ
1045000651;EXCLUÍDO;DIRETORIA DE ATENDIMENTO AO INDIVÍDUO PRIVADO DE LIBERDADE - CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - GAMELEIRA;DDAIPDL-CDRD2ZZ
1045000652;EXCLUÍDO;CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - IPATINGA;CRDSP-IZZ
1045000653;EXCLUÍDO;DIRETORIA-GERAL - CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - IPATINGA;DCRDSP-IZZ
1045000654;EXCLUÍDO;ASSESSORIA DE INTELIGÊNCIA - CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - IPATINGA;ADICDRDSPIZZ
1045000655;EXCLUÍDO;DIRETORIA ADMINISTRATIVA - CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - IPATINGA;DACRDSPIZZ
1045000656;EXCLUÍDO;DIRETORIA DE SEGURANÇA - CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - IPATINGA;DDSCDRDSP-IZZ
1045000657;EXCLUÍDO;DIRETORIA DE ATENDIMENTO AO INDIVÍDUO PRIVADO DE LIBERDADE - CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - IPATINGA;DDAIPDL-CDRD3ZZ
1045000658;EXCLUÍDO;CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - JUIZ DE FORA;CRDSP-JDFZZ
1045000659;EXCLUÍDO;DIRETORIA-GERAL - CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - JUIZ DE FORA;DCRDSP-JDFZZ
1045000660;EXCLUÍDO;ASSESSORIA DE INTELIGÊNCIA - CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - JUIZ DE FORA;ADICDRDSPJDZZ
1045000661;EXCLUÍDO;DIRETORIA ADMINISTRATIVA - CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - JUIZ DE FORA;DACRDSPJDFZZ
1045000662;EXCLUÍDO;DIRETORIA DE SEGURANÇA - CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - JUIZ DE FORA;DDSCDRDSP-JDZZ
1045000663;EXCLUÍDO;DIRETORIA DE ATENDIMENTO AO INDIVÍDUO PRIVADO DE LIBERDADE - CENTRO DE REMANEJAMENTO DO SISTEMA PRISIONAL - JUIZ DE FORA;DDAIPDL-CDRD4ZZ
1045000664;EXCLUÍDO;COMPLEXO PENITENCIÁRIO NELSON HUNGRIA;CPNHZZ
1045000665;EXCLUÍDO;DIRETORIA-GERAL - COMPLEXO PENITENCIÁRIO NELSON HUNGRIA;DCPNHZZ
1045000666;EXCLUÍDO;DIRETORIA ADJUNTA - COMPLEXO PENITENCIÁRIO NELSON HUNGRIA;DACPNHZZ
1045000667;EXCLUÍDO;ASSESSORIA DE INTELIGÊNCIA - COMPLEXO PENITENCIÁRIO NELSON HUNGRIA;ADICPNHZZ
1045000668;EXCLUÍDO;DIRETORIA ADMINISTRATIVA - COMPLEXO PENITENCIÁRIO NELSON HUNGRIA;DACPNH1ZZ
1045000669;EXCLUÍDO;DIRETORIA DE SEGURANÇA - COMPLEXO PENITENCIÁRIO NELSON HUNGRIA;DDSCPNHZZ
1045000670;EXCLUÍDO;DIRETORIA DE ATENDIMENTO AO INDIVÍDUO PRIVADO DE LIBERDADE - COMPLEXO PENITENCIÁRIO NELSON HUNGRIA;DDAIPDL-CPNHZZ
1045000671;EXCLUÍDO;PENITENCIÁRIA DE FRANCISCO SÁ;PENIFRANCISCOZZ
1045000672;EXCLUÍDO;DIRETORIA-GERAL - PENITENCIÁRIA DE FRANCISCO SÁ;DPFRANCISCOZZ
1045000673;EXCLUÍDO;DIRETORIA ADJUNTA - PENITENCIÁRIA DE FRANCISCO SÁ;DAPFRANCISCOZZ
1045000674;EXCLUÍDO;ASSESSORIA DE INTELIGÊNCIA - PENITENCIÁRIA DE FRANCISCO SÁ;ADIPDFSZZ
1045000675;EXCLUÍDO;DIRETORIA ADMINISTRATIVA - PENITENCIÁRIA DE FRANCISCO SÁ;DADMPFRANCISCOZZ
1045000676;EXCLUÍDO;DIRETORIA DE SEGURANÇA - PENITENCIÁRIA DE FRANCISCO SÁ;DDSPDFSZZ
1045000677;EXCLUÍDO;DIRETORIA DE ATENDIMENTO AO INDIVÍDUO PRIVADO DE LIBERDADE - PENITENCIÁRIA DE FRANCISCO SÁ;DDAIPDL-PDFSZZ
1045000678;EXCLUÍDO;PENITENCIÁRIA JOSÉ MARIA ALKIMIN;PENIMARIAZZ
1045000679;EXCLUÍDO;DIRETORIA-GERAL - PENITENCIÁRIA JOSÉ MARIA ALKIMIN;DPMARIAZZ
1045000680;EXCLUÍDO;DIRETORIA ADJUNTA - PENITENCIÁRIA JOSÉ MARIA ALKIMIN;DAPMARIAZZ
1045000681;EXCLUÍDO;ASSESSORIA DE INTELIGÊNCIA - PENITENCIÁRIA JOSÉ MARIA ALKIMIN;ADIPJMAZZ
1045000682;EXCLUÍDO;DIRETORIA ADMINISTRATIVA - PENITENCIÁRIA JOSÉ MARIA ALKIMIN;DAPMARIA1ZZ
1045000683;EXCLUÍDO;DIRETORIA DE SEGURANÇA - PENITENCIÁRIA JOSÉ MARIA ALKIMIN;DDSPJMAZZ
1045000684;EXCLUÍDO;DIRETORIA DE ATENDIMENTO AO INDIVÍDUO PRIVADO DE LIBERDADE - PENITENCIÁRIA JOSÉ MARIA ALKIMIN;DDAIPDL-PJMAZZ
1045000685;EXCLUÍDO;PRESÍDIO ANTÔNIO DUTRA LADEIRA;PRESDUTRAZZ
1045000686;EXCLUÍDO;DIRETORIA-GERAL - PRESÍDIO ANTÔNIO DUTRA LADEIRA;DPDUTRAZZ
1045000687;EXCLUÍDO;DIRETORIA ADJUNTA - PRESÍDIO ANTÔNIO DUTRA LADEIRA;DAPDUTRAZZ
1045000688;EXCLUÍDO;ASSESSORIA DE INTELIGÊNCIA - PRESÍDIO ANTÔNIO DUTRA LADEIRA;ADIPADLZZ
1045000689;EXCLUÍDO;DIRETORIA ADMINISTRATIVA - PRESÍDIO ANTÔNIO DUTRA LADEIRA;DAPDUTRA1ZZ
1045000690;EXCLUÍDO;DIRETORIA DE SEGURANÇA - PRESÍDIO ANTÔNIO DUTRA LADEIRA;DDSPADLZZ
1045000691;EXCLUÍDO;DIRETORIA DE ATENDIMENTO AO INDIVÍDUO PRIVADO DE LIBERDADE - PRESÍDIO ANTÔNIO DUTRA LADEIRA;DDAIPDL-PADLZZ
1045000692;EXCLUÍDO;PRESÍDIO DE SÃO JOAQUIM DE BICAS I;PRESSÃOJOAQBICASIZZ
1045000693;EXCLUÍDO;DIRETORIA-GERAL - PRESÍDIO DE SÃO JOAQUIM DE BICAS I;DPSÃOJBICASIZZ
1045000694;EXCLUÍDO;DIRETORIA ADJUNTA - PRESÍDIO DE SÃO JOAQUIM DE BICAS I;DAPSÃOZZ
1045000695;EXCLUÍDO;ASSESSORIA DE INTELIGÊNCIA - PRESÍDIO DE SÃO JOAQUIM DE BICAS I;ADIPDSJDBI1ZZ
1045000696;EXCLUÍDO;DIRETORIA ADMINISTRATIVA - PRESÍDIO DE SÃO JOAQUIM DE BICAS I;DADJPSÃOJOAQBICASIIZ
1045000697;EXCLUÍDO;DIRETORIA DE SEGURANÇA - PRESÍDIO DE SÃO JOAQUIM DE BICAS I;DDSPDSJDBI1ZZ
1045000698;EXCLUÍDO;DIRETORIA DE ATENDIMENTO AO INDIVÍDUO PRIVADO DE LIBERDADE - PRESÍDIO DE SÃO JOAQUIM DE BICAS I;DDAIPDL-PDSJOZZ
1045000699;EXCLUÍDO;PRESÍDIO INSPETOR JOSÉ MARTINHO DRUMOND;PRESJOSÉZZ
1045000700;EXCLUÍDO;DIRETORIA-GERAL - PRESÍDIO INSPETOR JOSÉ MARTINHO DRUMOND;DPJOSÉZZ
1045000701;EXCLUÍDO;DIRETORIA ADJUNTAL - PRESÍDIO INSPETOR JOSÉ MARTINHO DRUMOND;DAPJOSÉZZ
1045000702;EXCLUÍDO;ASSESSORIA DE INTELIGÊNCIAL - PRESÍDIO INSPETOR JOSÉ MARTINHO DRUMOND;ADIPIJMDZZ
1045000703;EXCLUÍDO;DIRETORIA ADMINISTRATIVAL - PRESÍDIO INSPETOR JOSÉ MARTINHO DRUMOND;DADMPJOSÉZZ
1045000704;EXCLUÍDO;DIRETORIA DE SEGURANÇAL - PRESÍDIO INSPETOR JOSÉ MARTINHO DRUMOND;DDSPIJMDZZ
1045000705;EXCLUÍDO;DIRETORIA DE ATENDIMENTO AO INDIVÍDUO PRIVADO DE LIBERDADEL - PRESÍDIO INSPETOR JOSÉ MARTINHO DRUMOND;DDAIPDL-PIJMZZ
1045000706;EXCLUÍDO;PRESÍDIO PROFESSOR JACY DE ASSIS;PRESJACYZZ
1045000707;EXCLUÍDO;DIRETORIA-GERAL - PRESÍDIO PROFESSOR JACY DE ASSIS;DPJACYZZ
1045000708;EXCLUÍDO;DIRETORIA ADJUNTA - PRESÍDIO PROFESSOR JACY DE ASSIS;DAPJACYZZ
1045000709;EXCLUÍDO;ASSESSORIA DE INTELIGÊNCIA - PRESÍDIO PROFESSOR JACY DE ASSIS;ADIPPJDAZZ
1045000710;EXCLUÍDO;DIRETORIA ADMINISTRATIVA - PRESÍDIO PROFESSOR JACY DE ASSIS;DADMPJACYZZ
1045000711;EXCLUÍDO;DIRETORIA DE SEGURANÇA - PRESÍDIO PROFESSOR JACY DE ASSIS;DDSPPJDAZZ
1045000712;EXCLUÍDO;DIRETORIA DE ATENDIMENTO AO INDIVÍDUO PRIVADO DE LIBERDADE - PRESÍDIO PROFESSOR JACY DE ASSIS;DDAIPDL-PPJDZZ
1045000713;EXCLUÍDO;CENTRO DE APOIO MÉDICO E PERICIAL;CAMEPZZ
1045000714;EXCLUÍDO;DIRETORIA-GERAL - CENTRO DE APOIO MÉDICO E PERICIAL;DCAMEPZZ
1045000715;EXCLUÍDO;ASSESSORIA DE INTELIGÊNCIA - CENTRO DE APOIO MÉDICO E PERICIAL;ADICDAMEPZZ
1045000716;EXCLUÍDO;DIRETORIA ADMINISTRATIVA - CENTRO DE APOIO MÉDICO E PERICIAL;DACAMEPZZ
1045000717;EXCLUÍDO;DIRETORIA DE SEGURANÇA - CENTRO DE APOIO MÉDICO E PERICIAL;DDSCDAMEPZZ
1045000718;EXCLUÍDO;DIRETORIA DE ATENDIMENTO AO INDIVÍDUO PRIVADO DE LIBERDADE - CENTRO DE APOIO MÉDICO E PERICIAL;DDAIPDL-CDAMZZ
1045000719;EXCLUÍDO;CENTRO DE REFERÊNCIA À GESTANTE PRIVADA DE LIBERDADE;CDRGPDLZZ
1045000720;EXCLUÍDO;DIRETORIA-GERAL - CENTRO DE REFERÊNCIA À GESTANTE PRIVADA DE LIBERDADE;DCRÀGPDLZZ
1045000721;EXCLUÍDO;ASSESSORIA DE INTELIGÊNCIA - CENTRO DE REFERÊNCIA À GESTANTE PRIVADA DE LIBERDADE;ADICDRGPDLZZ
1045000722;EXCLUÍDO;DIRETORIA ADMINISTRATIVA - CENTRO DE REFERÊNCIA À GESTANTE PRIVADA DE LIBERDADE;DACRÀGPDLZZ
1045000723;EXCLUÍDO;DIRETORIA DE SEGURANÇA - CENTRO DE REFERÊNCIA À GESTANTE PRIVADA DE LIBERDADE;DDSCDRÀGPDLZZ
1045000724;EXCLUÍDO;DIRETORIA DE ATENDIMENTO AO INDIVÍDUO PRIVADO DE LIBERDADE - CENTRO DE REFERÊNCIA À GESTANTE PRIVADA DE LIBERDADE;DDAIPDL-CDRÀZZ
1045000725;EXCLUÍDO;HOSPITAL PSIQUIÁTRICO E JUDICIÁRIO JORGE VAZ;HPEJJVZZ
1045000726;EXCLUÍDO;DIRETORIA-GERAL - HOSPITAL PSIQUIÁTRICO E JUDICIÁRIO JORGE VAZ;DHPEJJVZZ
1045000727;EXCLUÍDO;ASSESSORIA DE INTELIGÊNCIA - HOSPITAL PSIQUIÁTRICO E JUDICIÁRIO JORGE VAZ;ADIHPEJJVZZ
1045000728;EXCLUÍDO;DIRETORIA ADMINISTRATIVA - HOSPITAL PSIQUIÁTRICO E JUDICIÁRIO JORGE VAZ;DAHPEJJVZZ
1045000729;EXCLUÍDO;DIRETORIA DE SEGURANÇA - HOSPITAL PSIQUIÁTRICO E JUDICIÁRIO JORGE VAZ;DDSHPEJJVZZ
1045000730;EXCLUÍDO;DIRETORIA DE ATENDIMENTO AO INDIVÍDUO PRIVADO DE LIBERDADE - HOSPITAL PSIQUIÁTRICO E JUDICIÁRIO JORGE VAZ;DDAIPDL-HPEJZZ
1045000731;EXCLUÍDO;HOSPITAL TOXICÔMANOS PADRE WILSON VALE DA COSTA;HTPWVDCZZ
1045000732;EXCLUÍDO;DIRETORIA-GERAL - HOSPITAL TOXICÔMANOS PADRE WILSON VALE DA COSTA;DHTPWVDCZZ
1045000733;EXCLUÍDO;ASSESSORIA DE INTELIGÊNCIA - HOSPITAL TOXICÔMANOS PADRE WILSON VALE DA COSTA;ADIHTPWVDCZZ
1045000734;EXCLUÍDO;DIRETORIA ADMINISTRATIVA - HOSPITAL TOXICÔMANOS PADRE WILSON VALE DA COSTA;DAHTPWVDCZZ
1045000735;EXCLUÍDO;DIRETORIA DE SEGURANÇA - HOSPITAL TOXICÔMANOS PADRE WILSON VALE DA COSTA;DDSHTPWVDCZZ
1045000736;EXCLUÍDO;DIRETORIA DE ATENDIMENTO AO INDIVÍDUO PRIVADO DE LIBERDADE - HOSPITAL TOXICÔMANOS PADRE WILSON VALE DA COSTA;DDAIPDL-HTPWZZ
1045000737;EXCLUÍDO;SUPERINTENDÊNCIA DE SEGURANÇA;SSZZ
1045000738;EXCLUÍDO;DIRETORIA DE SEGURANÇA INTERNA;DSINZZ
1045000739;EXCLUÍDO;DIRETORIA DE SEGURANÇA EXTERNA;DSEZZ
1045000740;EXCLUÍDO;DIRETORIA DE PREVENÇÃO E APOIO OPERACIONAL;DPAOZZ
1045000741;EXCLUÍDO;COMANDO DE OPERAÇÕES ESPECIAIS;COEZZ
1045000742;EXCLUÍDO;SUPERINTENDÊNCIA DE GESTÃO DE VAGAS E CUSTÓDIAS ALTERNATIVAS;SGVCAZZ
1045000743;EXCLUÍDO;UNIDADE GESTORA DE MONITORAÇÃO ELETRÔNICA;UGMEZZ
1045000744;EXCLUÍDO;NÚCLEO DE ALVARÁS;NAZZ
1045000745;EXCLUÍDO;DIRETORIA DE GESTÃO DE VAGAS;DGVZZ
1045000746;EXCLUÍDO;DIRETORIA DE CUSTÓDIAS ALTERNATIVAS;DCAZZ
1045000747;EXCLUÍDO;DIRETORIA DE ATENDIMENTO AO FLAGRANTEADO;DAFZZ
1045000748;EXCLUÍDO;SUBSECRETARIA DE HUMANIZAÇÃO DO ATENDIMENTO;SUBHAZZ
1045000749;EXCLUÍDO;SUPERINTENDÊNCIA DE TRABALHO E ENSINO;STEZZ
1045000750;EXCLUÍDO;DIRETORIA DE TRABALHO E PRODUÇÃO;DTPZZ
1045000751;EXCLUÍDO;DIRETORIA DE ENSINO E PROFISSIONALIZAÇÃO;DEPZZ
1045000752;EXCLUÍDO;SUPERINTENDÊNCIA DE ATENDIMENTO AO INDIVÍDUO PRIVADO DE LIBERDADE;SAIPLZZ
1045000753;EXCLUÍDO;DIRETORIA DE ATENÇÃO À SAÚDE E ATENDIMENTO PSICOSSOCIAL;DASAPZZ
1045000754;EXCLUÍDO;DIRETORIA DE ARTICULAÇÃO DO ATENDIMENTO JURÍDICO;DAAJZZ
1045000755;EXCLUÍDO;DIRETORIA DE CLASSIFICAÇÃO TÉCNICA;DCTZZ
1045000756;EXCLUÍDO;DIRETORIA DE ASSISTÊNCIA À FAMÍLIA;DASSFZZ
1045000757;EXCLUÍDO;SUPERINTENDÊNCIA DE ATENÇÃO INTEGRAL AO PACIENTE JUDICIÁRIO;SAIPJZZ
1045000758;EXCLUÍDO;DIRETORIA DE ACOMPANHAMENTO SOCIAL;DASZZ
1045000759;EXCLUÍDO;DIRETORIA DE ACOMPANHAMENTO TERAPÊUTICO;DATZZ
1045000760;EXCLUÍDO;SUBSECRETARIA DE GESTÃO ADMINISTRATIVA, LOGÍSTICA E TECNOLOGIA;SGALTZZ
1045000761;EXCLUÍDO;SUPERINTENDÊNCIA DE PLANEJAMENTO, ORÇAMENTO E FINANÇAS;SPOFZZ
1045000762;EXCLUÍDO;DIRETORIA DE PLANEJAMENTO E ORÇAMENTO;DPOZZ
