FuncionalProgramática - Código;AnoExercício FuncionalProgramática;Situação FuncionalProgramática;FuncionalProgramática - Formatado;Função - Código;AnoExercício Função;Situação Função;Função - Descrição;Subfunção - Código;AnoExercício Subfunção;Situação Subfunção;Subfunção - Descrição;Programa - Código;AnoExercício Programa;Situação Programa;Programa - Descrição;Identificador ProjetoAtividade - Código;AnoExercício Identificador ProjetoAtividade;Situação Identificador ProjetoAtividade;Identificador ProjetoAtividade - Descrição;ProjetoAtividade - Código;AnoExercício ProjetoAtividade;Situação ProjetoAtividade;ProjetoAtividade - Descrição;SubprojetoSubatividade - Código;IAG - Código;AnoExercício IAG;Situação IAG;IAG - Descrição;IAG - Código-Descrição
1,23612E+16;2019;ATIVO;12.361.214.405.980.000;12;2019;ATIVO;EDUCAÇÃO;361;2019;ATIVO;ENSINO FUNDAMENTAL;214;2019;ATIVO;EDUCAÇÃO INTEGRAL E INTEGRADA;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;598;2019;ATIVO;APOIO PEDAGÓGICO COMPLEMENTAR;1;1;2019;ATIVO;AÇÕES DE ACOMPANHAMENTO INTENSIVO;1 - AÇÕES DE ACOMPANHAMENTO INTENSIVO
1,23612E+16;2019;ATIVO;12.361.214.406.570.000;12;2019;ATIVO;EDUCAÇÃO;361;2019;ATIVO;ENSINO FUNDAMENTAL;214;2019;ATIVO;EDUCAÇÃO INTEGRAL E INTEGRADA;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;657;2019;ATIVO;DESENVOLVIMENTO DO ENSINO FUNDAMENTAL;1;1;2019;ATIVO;AÇÕES DE ACOMPANHAMENTO INTENSIVO;1 - AÇÕES DE ACOMPANHAMENTO INTENSIVO
1,23612E+16;2019;ATIVO;12.361.214.406.590.000;12;2019;ATIVO;EDUCAÇÃO;361;2019;ATIVO;ENSINO FUNDAMENTAL;214;2019;ATIVO;EDUCAÇÃO INTEGRAL E INTEGRADA;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;659;2019;ATIVO;EDUCAÇÃO EM TEMPO INTEGRAL - ENSINO FUNDAMENTAL;1;1;2019;ATIVO;AÇÕES DE ACOMPANHAMENTO INTENSIVO;1 - AÇÕES DE ACOMPANHAMENTO INTENSIVO
1,2362E+16;#MULTIVALUE;ATIVO;12.362.036.200.190.000;12;#MULTIVALUE;ATIVO;EDUCAÇÃO;362;#MULTIVALUE;ATIVO;ENSINO MÉDIO;36;#MULTIVALUE;ATIVO;DESENVOLVIMENTO DO ENSINO FUNDAMENTAL E MÉDIO NOS COLÉGIOS TIRADENTES DA POLÍCIA MILITAR;2;#MULTIVALUE;ATIVO;ATIVIDADE MEIO DO ORÇAMENTO FISCAL - GRP;19;#MULTIVALUE;ATIVO;ENSINO MÉDIO DOS COLÉGIOS TIRADENTES DA POLÍCIA MILITAR;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,23621E+16;2019;ATIVO;12.362.081.406.110.000;12;2019;ATIVO;EDUCAÇÃO;362;2019;ATIVO;ENSINO MÉDIO;81;2019;ATIVO;EDUCAÇÃO PARA A JUVENTUDE;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;611;2019;ATIVO;DESENVOLVIMENTO DO ENSINO MÉDIO;1;1;2019;ATIVO;AÇÕES DE ACOMPANHAMENTO INTENSIVO;1 - AÇÕES DE ACOMPANHAMENTO INTENSIVO
1,23621E+16;2019;ATIVO;12.362.081.406.140.000;12;2019;ATIVO;EDUCAÇÃO;362;2019;ATIVO;ENSINO MÉDIO;81;2019;ATIVO;EDUCAÇÃO PARA A JUVENTUDE;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;614;2019;ATIVO;MOBILIZAÇÃO DAS JUVENTUDES;1;1;2019;ATIVO;AÇÕES DE ACOMPANHAMENTO INTENSIVO;1 - AÇÕES DE ACOMPANHAMENTO INTENSIVO
1,23621E+16;2019;ATIVO;12.362.081.406.620.000;12;2019;ATIVO;EDUCAÇÃO;362;2019;ATIVO;ENSINO MÉDIO;81;2019;ATIVO;EDUCAÇÃO PARA A JUVENTUDE;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;662;2019;ATIVO;POUPANÇA JOVEM;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,23621E+16;2019;ATIVO;12.362.097.402.310.000;12;2019;ATIVO;EDUCAÇÃO;362;2019;ATIVO;ENSINO MÉDIO;97;2019;ATIVO;DESENVOLVIMENTO DA EDUCAÇÃO BÁSICA.;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;231;2019;ATIVO;ATENDIMENTO NO ENSINO MÉDIO;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,23621E+16;#MULTIVALUE;ATIVO;12.362.105.403.140.000;12;#MULTIVALUE;ATIVO;EDUCAÇÃO;362;#MULTIVALUE;ATIVO;ENSINO MÉDIO;105;#MULTIVALUE;ATIVO;EDUCAÇÃO INTEGRAL;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;314;#MULTIVALUE;ATIVO;ENSINO MÉDIO INTEGRAL;1;1;#MULTIVALUE;ATIVO;AÇÕES DE ACOMPANHAMENTO INTENSIVO;1 - AÇÕES DE ACOMPANHAMENTO INTENSIVO
1,23621E+16;#MULTIVALUE;ATIVO;12.362.107.200.660.000;12;#MULTIVALUE;ATIVO;EDUCAÇÃO;362;#MULTIVALUE;ATIVO;ENSINO MÉDIO;107;#MULTIVALUE;ATIVO;ENSINO MÉDIO;2;#MULTIVALUE;ATIVO;ATIVIDADE MEIO DO ORÇAMENTO FISCAL - GRP;66;#MULTIVALUE;ATIVO;PROVENTOS DOS PROFISSIONAIS DO MAGISTÉRIO - ENSINO MÉDIO;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,23621E+16;2021;ATIVO;12.362.107.402.190.000;12;2021;ATIVO;EDUCAÇÃO;362;2021;ATIVO;ENSINO MÉDIO;107;2021;ATIVO;ENSINO MÉDIO;4;2021;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;219;2021;ATIVO;AMPLIAÇÃO E ATUALIZAÇÃO DO ACERVO DA BIBLIOTECA;1;0;2021;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,23621E+16;#MULTIVALUE;ATIVO;12.362.107.403.040.000;12;#MULTIVALUE;ATIVO;EDUCAÇÃO;362;#MULTIVALUE;ATIVO;ENSINO MÉDIO;107;#MULTIVALUE;ATIVO;ENSINO MÉDIO;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;304;#MULTIVALUE;ATIVO;DESENVOLVIMENTO DO ENSINO MÉDIO;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,23621E+16;#MULTIVALUE;ATIVO;12.362.107.403.090.000;12;#MULTIVALUE;ATIVO;EDUCAÇÃO;362;#MULTIVALUE;ATIVO;ENSINO MÉDIO;107;#MULTIVALUE;ATIVO;ENSINO MÉDIO;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;309;#MULTIVALUE;ATIVO;MÃOS À OBRA - ENSINO MÉDIO;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,23621E+16;#MULTIVALUE;ATIVO;12.362.125.403.570.000;12;#MULTIVALUE;ATIVO;EDUCAÇÃO;362;#MULTIVALUE;ATIVO;ENSINO MÉDIO;125;#MULTIVALUE;ATIVO;DESENVOLVIMENTO DA EDUCAÇÃO BASICA;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;357;#MULTIVALUE;ATIVO;ATENDIMENTO NO ENSINO MEDIO;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,23621E+16;2019;ATIVO;12.362.137.200.750.000;12;2019;ATIVO;EDUCAÇÃO;362;2019;ATIVO;ENSINO MÉDIO;137;2019;ATIVO;DESENVOLVIMENTO DO ENSINO FUNDAMENTAL E MÉDIO - CTPM;2;2019;ATIVO;ATIVIDADE MEIO DO ORÇAMENTO FISCAL - GRP;75;2019;ATIVO;DESENVOLVIMENTO DO ENSINO MÉDIO - COLÉGIO TIRADENTES DA POLÍCIA MILITAR DE MINAS GERAIS;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,23622E+16;2019;ATIVO;12.362.211.406.380.000;12;2019;ATIVO;EDUCAÇÃO;362;2019;ATIVO;ENSINO MÉDIO;211;2019;ATIVO;ESCOLAS SUSTENTÁVEIS;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;638;2019;ATIVO;CONECTIVIDADE, CULTURA DIGITAL E ACESSO ÀS MÍDIAS CONTEMPORÂNEAS - ENSINO MÉDIO;1;1;2019;ATIVO;AÇÕES DE ACOMPANHAMENTO INTENSIVO;1 - AÇÕES DE ACOMPANHAMENTO INTENSIVO
1,23622E+16;2019;ATIVO;12.362.211.406.450.000;12;2019;ATIVO;EDUCAÇÃO;362;2019;ATIVO;ENSINO MÉDIO;211;2019;ATIVO;ESCOLAS SUSTENTÁVEIS;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;645;2019;ATIVO;GESTÃO DA INFRAESTRUTURA - ENSINO MÉDIO;1;1;2019;ATIVO;AÇÕES DE ACOMPANHAMENTO INTENSIVO;1 - AÇÕES DE ACOMPANHAMENTO INTENSIVO
1,23622E+16;2019;ATIVO;12.362.211.406.460.000;12;2019;ATIVO;EDUCAÇÃO;362;2019;ATIVO;ENSINO MÉDIO;211;2019;ATIVO;ESCOLAS SUSTENTÁVEIS;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;646;2019;ATIVO;MANUTENÇÃO ESCOLAR - ENSINO MÉDIO;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,23622E+16;2019;ATIVO;12.362.212.201.400.000;12;2019;ATIVO;EDUCAÇÃO;362;2019;ATIVO;ENSINO MÉDIO;212;2019;ATIVO;VALORIZAÇÃO E FORMAÇÃO DOS PROFISSIONAIS DA EDUCAÇÃO;2;2019;ATIVO;ATIVIDADE MEIO DO ORÇAMENTO FISCAL - GRP;140;2019;ATIVO;PAGAMENTO DE PESSOAL DO ENSINO MÉDIO - APOIO ADMINISTRATIVO;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,23622E+16;2019;ATIVO;12.362.212.201.430.000;12;2019;ATIVO;EDUCAÇÃO;362;2019;ATIVO;ENSINO MÉDIO;212;2019;ATIVO;VALORIZAÇÃO E FORMAÇÃO DOS PROFISSIONAIS DA EDUCAÇÃO;2;2019;ATIVO;ATIVIDADE MEIO DO ORÇAMENTO FISCAL - GRP;143;2019;ATIVO;PAGAMENTO DE PESSOAL DO ENSINO MÉDIO - MAGISTÉRIO;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,2363E+16;#MULTIVALUE;ATIVO;12.363.048.401.820.000;12;#MULTIVALUE;ATIVO;EDUCAÇÃO;363;#MULTIVALUE;ATIVO;ENSINO PROFISSIONAL;48;#MULTIVALUE;ATIVO;ENSINO SUPERIOR - UNIMONTES;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;182;#MULTIVALUE;ATIVO;OFERTA DE ENSINO TÉCNICO E PROFISSIONAL;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,23631E+16;2019;ATIVO;12.363.081.406.130.000;12;2019;ATIVO;EDUCAÇÃO;363;2019;ATIVO;ENSINO PROFISSIONAL;81;2019;ATIVO;EDUCAÇÃO PARA A JUVENTUDE;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;613;2019;ATIVO;ENSINO PROFISSIONAL;1;1;2019;ATIVO;AÇÕES DE ACOMPANHAMENTO INTENSIVO;1 - AÇÕES DE ACOMPANHAMENTO INTENSIVO
1,23631E+16;2021;ATIVO;12.363.089.401.010.000;12;2021;ATIVO;EDUCAÇÃO;363;2021;ATIVO;ENSINO PROFISSIONAL;89;2021;ATIVO;REDE DE DESENVOLVIMENTO DA EDUCAÇÃO PROFISSIONAL;4;2021;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;101;2021;ATIVO;FOMENTO A PROJETOS DE  PESQUISA POR MEIO DA CAPTAÇÃO DE RECURSOS;1;0;2021;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,23631E+16;#MULTIVALUE;ATIVO;12.363.108.403.240.000;12;#MULTIVALUE;ATIVO;EDUCAÇÃO;363;#MULTIVALUE;ATIVO;ENSINO PROFISSIONAL;108;#MULTIVALUE;ATIVO;EDUCAÇÃO PROFISSIONAL;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;324;#MULTIVALUE;ATIVO;DESENVOLVIMENTO DA EDUCAÇÃO PROFISSIONAL;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,23631E+16;#MULTIVALUE;ATIVO;12.363.108.403.650.000;12;#MULTIVALUE;ATIVO;EDUCAÇÃO;363;#MULTIVALUE;ATIVO;ENSINO PROFISSIONAL;108;#MULTIVALUE;ATIVO;EDUCAÇÃO PROFISSIONAL;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;365;#MULTIVALUE;ATIVO;AÇÕES DE EDUCAÇÃO PROFISSIONAL;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,23631E+16;2020;ATIVO;12.363.133.404.100.000;12;2020;ATIVO;EDUCAÇÃO;363;2020;ATIVO;ENSINO PROFISSIONAL;133;2020;ATIVO;DESENVOLVIMENTO DA EDUCAÇÃO PROFISSIONAL TÉCNICA;4;2020;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;410;2020;ATIVO;APOIO E FOMENTO AO EMPREENDEDOR;1;0;2020;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,23632E+16;2019;ATIVO;12.363.164.100.060.000;12;2019;ATIVO;EDUCAÇÃO;363;2019;ATIVO;ENSINO PROFISSIONAL;164;2019;ATIVO;EXPANSÃO, CONSOLIDAÇÃO E INTERNACIONALIZAÇÃO DAS INSTITUIÇÕES DE ENSINO E PESQUISA;1;2019;ATIVO;PROJETO DO ORÇAMENTO FISCAL;6;2019;ATIVO;IMPLANTAÇÃO DE NÚCLEOS DE ASSISTÊNCIA JURÍDICA ESPECIALIZADA;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,23632E+16;2019;ATIVO;12.363.167.404.340.000;12;2019;ATIVO;EDUCAÇÃO;363;2019;ATIVO;ENSINO PROFISSIONAL;167;2019;ATIVO;FORMAÇÃO PROFISSIONAL PARA O MERCADO DE TRABALHO E GERAÇÃO DE RENDA;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;434;2019;ATIVO;FORMAÇÃO TÉCNICA PROFISSIONAL PARA INSERÇÃO NO MERCADO DE TRABALHO;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,23632E+16;2019;ATIVO;12.363.193.405.330.000;12;2019;ATIVO;EDUCAÇÃO;363;2019;ATIVO;ENSINO PROFISSIONAL;193;2019;ATIVO;DESENVOLVIMENTO DA EDUCAÇÃO PROFISSONAL E TECNOLÓGICA;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;533;2019;ATIVO;ATIVIDADES DE EDUCAÇÃO PROFISSIONAL TÉCNICA E TECNOLÓGICA;1;1;2019;ATIVO;AÇÕES DE ACOMPANHAMENTO INTENSIVO;1 - AÇÕES DE ACOMPANHAMENTO INTENSIVO
1,23632E+16;2019;ATIVO;12.363.212.201.420.000;12;2019;ATIVO;EDUCAÇÃO;363;2019;ATIVO;ENSINO PROFISSIONAL;212;2019;ATIVO;VALORIZAÇÃO E FORMAÇÃO DOS PROFISSIONAIS DA EDUCAÇÃO;2;2019;ATIVO;ATIVIDADE MEIO DO ORÇAMENTO FISCAL - GRP;142;2019;ATIVO;PAGAMENTO DE PESSOAL DO ENSINO PROFISSIONAL;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,2364E+16;#MULTIVALUE;ATIVO;12.364.021.400.650.000;12;#MULTIVALUE;ATIVO;EDUCAÇÃO;364;#MULTIVALUE;ATIVO;ENSINO SUPERIOR;21;#MULTIVALUE;ATIVO;DESENVOLVIMENTO DO ENSINO SUPERIOR NA UEMG;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;65;#MULTIVALUE;ATIVO;ATIVIDADE DE ENSINO DE GRADUAÇÃO PRESENCIAL E A DISTÂNCIA;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,2364E+16;#MULTIVALUE;ATIVO;12.364.021.400.670.000;12;#MULTIVALUE;ATIVO;EDUCAÇÃO;364;#MULTIVALUE;ATIVO;ENSINO SUPERIOR;21;#MULTIVALUE;ATIVO;DESENVOLVIMENTO DO ENSINO SUPERIOR NA UEMG;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;67;#MULTIVALUE;ATIVO;ATIVIDADES DE PESQUISA CIENTÍFICA;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,2364E+16;#MULTIVALUE;ATIVO;12.364.021.400.680.000;12;#MULTIVALUE;ATIVO;EDUCAÇÃO;364;#MULTIVALUE;ATIVO;ENSINO SUPERIOR;21;#MULTIVALUE;ATIVO;DESENVOLVIMENTO DO ENSINO SUPERIOR NA UEMG;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;68;#MULTIVALUE;ATIVO;ATIVIDADE DE PÓS-GRADUAÇÃO;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,2364E+16;#MULTIVALUE;ATIVO;12.364.021.400.690.000;12;#MULTIVALUE;ATIVO;EDUCAÇÃO;364;#MULTIVALUE;ATIVO;ENSINO SUPERIOR;21;#MULTIVALUE;ATIVO;DESENVOLVIMENTO DO ENSINO SUPERIOR NA UEMG;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;69;#MULTIVALUE;ATIVO;ATIVIDADE DE EXTENSÃO UNIVERSITÁRIA;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,2364E+16;#MULTIVALUE;ATIVO;12.364.021.400.930.000;12;#MULTIVALUE;ATIVO;EDUCAÇÃO;364;#MULTIVALUE;ATIVO;ENSINO SUPERIOR;21;#MULTIVALUE;ATIVO;DESENVOLVIMENTO DO ENSINO SUPERIOR NA UEMG;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;93;#MULTIVALUE;ATIVO;FORTALECIMENTO DA POLÍTICA DE ASSISTÊNCIA ESTUDANTIL;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,2364E+16;2019;ATIVO;12.364.037.402.140.000;12;2019;ATIVO;EDUCAÇÃO;364;2019;ATIVO;ENSINO SUPERIOR;37;2019;ATIVO;DESENVOLVIMENTO DA EDUCAÇÃO SUPERIOR;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;214;2019;ATIVO;ATIVIDADES INTEGRADAS DE GRADUAÇÃO, PESQUISA E EXTENSÃO;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,2364E+16;2019;ATIVO;12.364.037.402.150.000;12;2019;ATIVO;EDUCAÇÃO;364;2019;ATIVO;ENSINO SUPERIOR;37;2019;ATIVO;DESENVOLVIMENTO DA EDUCAÇÃO SUPERIOR;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;215;2019;ATIVO;FORTALECIMENTO DA PÓS GRADUAÇÃO STRICTO SENSU;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,2364E+16;2019;ATIVO;12.364.037.402.160.000;12;2019;ATIVO;EDUCAÇÃO;364;2019;ATIVO;ENSINO SUPERIOR;37;2019;ATIVO;DESENVOLVIMENTO DA EDUCAÇÃO SUPERIOR;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;216;2019;ATIVO;POLÍTICAS DE ASSISTÊNCIA ESTUDANTIL;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,2364E+16;#MULTIVALUE;ATIVO;12.364.048.401.710.000;12;#MULTIVALUE;ATIVO;EDUCAÇÃO;364;#MULTIVALUE;ATIVO;ENSINO SUPERIOR;48;#MULTIVALUE;ATIVO;ENSINO SUPERIOR - UNIMONTES;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;171;#MULTIVALUE;ATIVO;ATIVIDADES DOS CURSOS DE GRADUAÇÃO;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,2364E+16;#MULTIVALUE;ATIVO;12.364.048.401.720.000;12;#MULTIVALUE;ATIVO;EDUCAÇÃO;364;#MULTIVALUE;ATIVO;ENSINO SUPERIOR;48;#MULTIVALUE;ATIVO;ENSINO SUPERIOR - UNIMONTES;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;172;#MULTIVALUE;ATIVO;ASSISTÊNCIA ESTUDANTIL;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,2364E+16;#MULTIVALUE;ATIVO;12.364.048.401.730.000;12;#MULTIVALUE;ATIVO;EDUCAÇÃO;364;#MULTIVALUE;ATIVO;ENSINO SUPERIOR;48;#MULTIVALUE;ATIVO;ENSINO SUPERIOR - UNIMONTES;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;173;#MULTIVALUE;ATIVO;APOIO AOS PROGRAMAS DE PÓS-GRADUAÇÃO STRICTO SENSU;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,2364E+16;#MULTIVALUE;ATIVO;12.364.048.401.810.000;12;#MULTIVALUE;ATIVO;EDUCAÇÃO;364;#MULTIVALUE;ATIVO;ENSINO SUPERIOR;48;#MULTIVALUE;ATIVO;ENSINO SUPERIOR - UNIMONTES;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;181;#MULTIVALUE;ATIVO;APOIO ÀS ATIVIDADES DE PESQUISA, INOVAÇÃO E TECNOLOGIA;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,23641E+16;2021;ATIVO;12.364.077.400.410.000;12;2021;ATIVO;EDUCAÇÃO;364;2021;ATIVO;ENSINO SUPERIOR;77;2021;ATIVO;APRIMORAMENTO DA GESTÃO PÚBLICA POR MEIO DE ENSINO DE EXCELÊNCIA;4;2021;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;41;2021;ATIVO;ATENDIMENTO EFICAZ DAS DEMANDAS DO USUÁRIO;1;0;2021;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,23641E+16;#MULTIVALUE;ATIVO;12.364.077.401.900.000;12;#MULTIVALUE;ATIVO;EDUCAÇÃO;364;#MULTIVALUE;ATIVO;ENSINO SUPERIOR;77;#MULTIVALUE;ATIVO;APRIMORAMENTO DA GESTÃO PÚBLICA POR MEIO DE ENSINO DE EXCELÊNCIA;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;190;#MULTIVALUE;ATIVO;CAPACITAÇÃO DE PESSOAS;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,23641E+16;#MULTIVALUE;ATIVO;12.364.077.402.000.000;12;#MULTIVALUE;ATIVO;EDUCAÇÃO;364;#MULTIVALUE;ATIVO;ENSINO SUPERIOR;77;#MULTIVALUE;ATIVO;APRIMORAMENTO DA GESTÃO PÚBLICA POR MEIO DE ENSINO DE EXCELÊNCIA;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;200;#MULTIVALUE;ATIVO;FORMAÇÃO DE PESSOAS NO NÍVEL DE GRADUAÇÃO;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
1,23641E+16;#MULTIVALUE;ATIVO;12.364.077.402.010.000;12;#MULTIVALUE;ATIVO;EDUCAÇÃO;364;#MULTIVALUE;ATIVO;ENSINO SUPERIOR;77;#MULTIVALUE;ATIVO;APRIMORAMENTO DA GESTÃO PÚBLICA POR MEIO DE ENSINO DE EXCELÊNCIA;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;201;#MULTIVALUE;ATIVO;FORMAÇÃO DE PESSOAS NO NÍVEL DE PÓS-GRADUAÇÃO (LATO SENSU E STRICTO SENSU);1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
