CentroCusto - Código;AnoExercício CentroCusto;Situação CentroCusto;CentroCusto - Descrição;CentroCusto - Descrição Complementar;Órgão CentroCusto - Código;Órgão CentroCusto - Nome;Órgão CentroCusto - Sigla
1401;2021;ATIVO;SEDS-DESAPROPRIACAO DE IMOVEIS                                        ;1450.0003.00                  ;10940;ENCARGOS GERAIS DO ESTADO - SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTÃO;EGE SEPLAG
1403;2021;ATIVO;PAGAR ALUGUEL                                                         ;0023012114647SMP054           ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1403;2021;ATIVO;SCGERAES-DESPESA DE MANUTENÇAO                                        ;171-02                        ;10500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTÃO;SEPLAG
1404;2021;ATIVO;FUNDO DE MANUTENÇÃO E CONSERVAÇÃO PREDIAL                             ;0010022114647SRF1048          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1405;2021;ATIVO;FUNDO DE MANUTENÇÃO E CONSERVAÇÃO PREDIAL                             ;0010012114646SRF1048          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1407;2021;ATIVO;INCENTIVAR A INICIAÇÃO CIENTÍFICA                                     ;0010022144658SSB1092          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1408;2021;ATIVO;MONITORAR E ACOMPANHAR O ENSINO MÉDIO                                 ;0010022144658SSB634           ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1409;2021;ATIVO;ENSINO MÉDIO NOTURNO                                                  ;0010022144658SSB1097          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1410;2021;ATIVO;APROFUNDAMENTO DE ESTUDOS                                             ;001002214658SSB1098           ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1411;2021;ATIVO;PROG. EST. TRANSP. ESCOLAR - LEI NO. 21.777/2015                      ;0010022104642SRF1052          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1412;2021;ATIVO;AQUISIÇÃO DE VEICULOS PARA TRANSPORTE ESCOLAR                         ;0010012104640SRF787           ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1413;2021;ATIVO;REALIZAR CENSO ESCOLAR                                                ;0021032112129SSI076           ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1415;2021;ATIVO;EMENDA - 354 - AQUISIÇÃO DE MOBILIÁRIO E EQUIPAMENTO                  ;0010082104640SRF1099          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1416;2021;ATIVO;EMENDA - 640 - GESTÃO DA INFRAESTRUTURA                               ;0010082114643SRF1100          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1417;2021;ATIVO;EMENDA - 187 AQUISIÇÃO DE BENS                                        ;0010082104640SRF1101          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1418;2021;ATIVO;EMENDA 1 REFORMA/OBRA                                                 ;0010082104643SRF1102          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1419;2021;ATIVO;EMENDA - 76 AQUISIÇÃO DE EQUIPAMENTOS                                 ;0010082104640SRF1114          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1420;2021;ATIVO;1103-EMENDA - 144 AQUISIÇÃO DE MOBILIÁRIO E EQUIPAMENTO               ;0010082104640SRF1103          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1421;2021;ATIVO;EMENDA - 150 REFORMA/OBRA - AQUISIÇÃO DE BENS                         ;0010082104640SRF1104          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1422;2021;ATIVO;EMENDA - 355 - REFORMA/OBRA                                           ;0010082104640SRF1105          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1423;2021;ATIVO;1106-EMENDA - 14 - AQUISIÇÃO DE BENS                                  ;0010082104640SRF1106          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1425;2021;ATIVO;EMENDA - 60 AQUISIÇÃO DE BENS                                         ;0010082104640SRF1108          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1426;2021;ATIVO;EMENDA - 148  AQUISIÇÃO DE BENS                                       ;0010082104640SRF1109          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1427;2021;ATIVO;EMENDA - 2134 - AQUISIÇÃO DE EQUIPAMENTOS                             ;0010082104640SRF1110          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1428;2021;ATIVO;EMENDA - 545 - AQUISIÇÃO DE EQUIPAMENTOS                              ;0010082104640SRF1111          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1429;2021;ATIVO;EMENDA - 15 - AQUISIÇÃO DE EQUIPAMENTOS                               ;0010082104640SRF1112          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1430;2021;ATIVO;EMENDA 147 - AQUISIÇÃO DE EQUIPAMENTOS                                ;0010082104640SRF1113          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1431;2021;ATIVO;EMENDA - 379 - REFORMA/OBRA                                           ;0010082104640SRF1115          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1432;2021;ATIVO;EMENDA - 383 - REFORMA /OBRA                                          ;0010082104640SRF1116          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1433;2021;ATIVO;EMENDA - 501 - REFORMA/OBRA                                           ;0010082104640SRF1117          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1434;2021;ATIVO;EMENDA - 203- REFORMA/OBRA                                            ;0010082104640SRF1118          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1435;2021;ATIVO;EMENDA - 62 - REFORMA/OBRA                                            ;0010082104640SRF1119          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1436;2021;ATIVO;EMENDA - 3 - AQUISIÇÃO DE MOBILIÁRIO                                  ;0010082104640SRF1120          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1437;2021;ATIVO;EMENDA 377 - AQUISIÇÃO DE MOBILIÁRIO/EQUIPAMENTO                      ;0010082104640SRF1121          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1438;2021;ATIVO;EMENDA - 541 - OBRA/MOBILIÁRIO                                        ;0010082104640SRF1122          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1440;2021;ATIVO;FORMAÇÃO CONTINUADA DE PROFESSORES - BRAILLE                          ;0036020104053SSB779           ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1441;2021;ATIVO;EMENDA - 3 - GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1123          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1442;2021;ATIVO;EMENDA - 4  GESTÃO DA INFRAESTRUTURA                                  ;0010082114645SRF1124          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1443;2021;ATIVO;EMENDA - 14-GESTÃO DA INFRAESTRUTURA                                  ;0010082114643SRF1125          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1444;2021;ATIVO;EMENDA - 15 GESTÃO DA INFRAESTRUTURA                                  ;0010082114645SRF1126          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1445;2021;ATIVO;EMENDA - 34- GESTÃO DA INFRAESTRUTURA                                 ;0010082114645SRF1127          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1446;2021;ATIVO;EMENDA - 3 - GESTÃO DA INFRAESTRUTURA                                 ;0010082114645SRF1123          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1447;2021;ATIVO;EMENDA - 15- GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1126          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1448;2021;ATIVO;EMENDA - 35- GESTÃO DA INFRAESTRUTURA                                 ;0010082114645SRF1128          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1449;2021;ATIVO;EMENDA - 36- GESTÃO DA INFRAESTRUTURA                                 ;0010082114645SRF1129          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1450;2021;ATIVO;EMENDA - 50- GESTÃO DA INFRAESTRUTURA                                 ;0010082114645SRF1130          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1451;2021;ATIVO;EMENDA - 62- GESTÃO DA INFRAESTRUTURA                                 ;0010082114645SRF1131          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1452;2021;ATIVO;EMENDA - 66- GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1132          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1453;2021;ATIVO;EMENDA - 67- GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1133          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1454;2021;ATIVO;EMENDA - 71- GESTÃO DA INFRAESTRUTURA                                 ;0010082114645SRF1134          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1455;2021;ATIVO;EMENDA - 76- GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1135          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1456;2021;ATIVO;EMENDA - 78- GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1136          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1457;2021;ATIVO;EMENDA - 117 - GESTÃO DA INFRAESTRUTURA                               ;0010082114645SRE1137          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1458;2021;ATIVO;EMENDA - 143 GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1138          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1459;2021;ATIVO;EMENDA - 144 GESTÃO DA INFRAESTRUTURA                                 ;0010082114645SRF1139          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1460;2021;ATIVO;EMENDA - 144 GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1139          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1461;2021;ATIVO;EMENDA - 147 -GESTÃO DA INFRAESTRUTURA                                ;0010082114645SRF1140          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1462;2021;ATIVO;EMENDA - 147 GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1140          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1463;2021;ATIVO;EMENDA - 148 GESTÃO DA INFRAESTRUTURA                                 ;0010082114645SRF1141          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1464;2021;ATIVO;EMENDA - 148 GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1141          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1465;2021;ATIVO;EMENDA - 150 GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1142          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1466;2021;ATIVO;EMENDA - 160 GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1143          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1467;2021;ATIVO;EMENDA - 180 GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1144          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1468;2021;ATIVO;EMENDA - 187 GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1145          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1469;2021;ATIVO;EMENDA - 199 GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1146          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1470;2021;ATIVO;EMENDA - 200 GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1147          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1471;2021;ATIVO;EMENDA - 203 GESTÃO DA INFRAESTRUTURA                                 ;0010082114645SRF1148          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1472;2021;ATIVO;EMENDA - 204 GESTÃO DA INFRAESTRUTURA                                 ;0010082114645SRF1149          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1473;2021;ATIVO;EMENDA - 211 GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1151          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1474;2021;ATIVO;EMENDA - 211 GESTÃO DA INFRAESTRUTURA                                 ;0010082114645SRF1151          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1475;2021;ATIVO;EMENDA - 214 GESTÃO DA INFRAESTRUTURA                                 ;0010082114645SRF1152          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1476;2021;ATIVO;EMENDA - 217 GESTÃO DA INFRAESTRUTURA                                 ;0010082114645SRF1153          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1477;2021;ATIVO;EMENDA - 219 GESTÃO DA INFRAESTRUTURA                                 ;0010082114645SRF1154          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1478;2021;ATIVO;EMENDA - 220 GESTÃO DA INFRAESTRUTURA                                 ;0010082114645SRF1155          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1479;2021;ATIVO;EMENDA - 224 GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1156          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1480;2021;ATIVO;EMENDA - 233 GESTÃO DA INFRAESTRUTURA                                 ;0010082114645SRF1157          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1481;2021;ATIVO;EMENDA - 234 GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1158          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1482;2021;ATIVO;EMENDA - 262 GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1159          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1483;2021;ATIVO;EMENDA - 345 GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1160          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1484;2021;ATIVO;EMENDA - 347 GESTÃO DA INFRAESTRUTURA                                 ;0010082114645SRF1161          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1485;2021;ATIVO;EMENDA - 351 GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1162          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1486;2021;ATIVO;EMENDA - 354 GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1163          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1487;2021;ATIVO;EMENDA - 373 - GESTÃO DA INFRAESTRUTURA                               ;0010082114645SRF1164          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1488;2021;ATIVO;EMENDA - 379 GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1165          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1489;2021;ATIVO;EMENDA - 380 GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1166          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1490;2021;ATIVO;EMENDA - 387 GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1167          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1491;2021;ATIVO;EMENDA - 501 GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1168          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1492;2021;ATIVO;EMENDA - 541 GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1169          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1493;2021;ATIVO;EMENDA - 542 - GESTÃO DA INFRAESTRUTURA                               ;0010082114645SRF1170          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1494;2021;ATIVO;EMENDA - 545 GESTÃO DA INFRAESTRUTURA                                 ;0010082114645SRF1171          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1495;2021;ATIVO;EMENDA - 585 GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1172          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1496;2021;ATIVO;EMENDA - 647 GESTÃO DA INFRAESTRUTURA                                 ;0010082114645SRF1173          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1497;2021;ATIVO;EMENDA - 647 - GESTÃO DA INFRAESTRUTURA                               ;0010082114643SRF1173          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1498;2021;ATIVO;EMENDA - 648 GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1174          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1499;2021;ATIVO;EMENDA - 649 GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1175          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1500;2021;ATIVO;EMENDA - 650 GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1176          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1501;2021;ATIVO;EMENDA - 686 GESTÃO DA INFRAESTRUTURA                                 ;0010082114643SRF1177          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1501;2021;ATIVO;SCCG-ATIVIDADE PROPRIA                                                ;175-02                        ;10500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTÃO;SEPLAG
1502;2021;ATIVO;EMENDA - 688 - GESTÃO DA INFRAESTRUTURA                               ;0010082114643SRF1178          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1503;2021;ATIVO;ATENDER PDDE E SUAS AÇÕES AGREGADAS                                   ;0036012114647SRF104           ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1503;2021;ATIVO;SCCG-DESPESA DE MANUTENÇAO                                            ;171-02                        ;10500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTÃO;SEPLAG
1504;2021;ATIVO;FORMAÇÃO ESPECIALIZADA PARA PROFESSORES - SURDEZ                      ;0036020104063SSB648           ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1505;2021;ATIVO;FORMAÇÃO ESPECIALIZADA PARA PROFESSORES - SURDEZ                      ;0036020104053SSB648           ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1506;2021;ATIVO;RESTITUICOES DIVERSAS                                                 ;0010017012002SPF008           ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1507;2021;ATIVO;AQUISIÇÃO DE ONIBUS ESCOLAR TC 201500208                              ;0036022104642SRF919           ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1508;2021;ATIVO;AQUISIÇÃO DE ONIBUS ESCOLAR TC PAR 7424                               ;0036022104642SRF1180          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1509;2021;ATIVO;AQUISIÇÃO DE ONIBUS ESCOLAR TC PAR 201600285                          ;0036022104642SRF1181          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1510;2021;ATIVO;DIGITALIZAR PASTAS FUNCIONAIS - PROJETO MASP                          ;1,0017E+17;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1511;2021;ATIVO;PROVER PAGAMENTO -PESSOAL                                             ;0023001062065PES137           ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1515;2021;ATIVO;IMPLANTAÇÃO DAS BIBLIOTECAS NO CAMPO.                                 ;0021020824625SSB1218          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1516;2021;ATIVO;QUINTAIS PRODUTIVOS E HORTAS ESCOLARES.                               ;0021020824625SSB1212          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1517;2021;ATIVO;PROJETOS PEGDAGOGICOS DAS ESCOLAS DO CAMPO- SEMEAR E COLHER           ;0021020824625SSB1212          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1518;2021;ATIVO; VIRADA EDUCAÇÃO                                                      ; 0021020814614SSB1185         ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1524;2021;ATIVO;MUSEU-CAMINHAO SENTIMENTOS DA TERRA.                                  ;0021020824625SSB1210          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1526;2021;ATIVO;PLANO ANUAL DE SUCESSAO RURAL                                         ;0021020824625SSB1208          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1527;2021;ATIVO; PAGAR ALUGUEL                                                        ; 0021012114646SMP054          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1528;2021;ATIVO; FOMENTAR A PARTICIPAÇÃO JUVENIL NAS ESCOLAS                          ; 0021020814614SSB1094         ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1531;2021;ATIVO;PARTICIPAÇÃO DE ESTUD.E PROFESSORES EM EVENTOS E FEIRAS LITERARIAS.   ;0021022144649SSB1192          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1533;2021;ATIVO;ELABORAÇÃO E IMPLEMENTAÇÃO DO PLANO ESTADUALDO LIVRO,LEITURA.         ;0021022144649SSB1190          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1534;2021;ATIVO;PESQISAS E PUBLICACOES EM EDUC.EM RELAÇÃO DE GENERO E DIVERSIDADE.    ;0021020864632SSB1238          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1535;2021;ATIVO;PARCERIAS COM A POLICIA MILITAR.                                      ;0021020864632SSB1239          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1537;2021;ATIVO;IMPLEMENTAR O CENTRO DE EDUCAÇÃO PROFISSIONAL DE ITAJUBA              ;                              ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1538;2021;ATIVO;CONTRAPARTIDA CEPS TEOFILO OTONI                                      ;                              ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1541;2021;ATIVO;VISITAS TÉCNICAS DE MONITORAMENTO ÀS ESCOLAS ESPECIAIS ESTADUAIS      ;0021020864631SSB1231          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1542;2021;ATIVO;MONITORAMENTO DO AEE NAS ESCOLAS ESTADUAIS DE ENSINO                  ;0021020864631SSB1232          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1543;2021;ATIVO;DIRETRIZES PEDAGÓGICAS E PARTICIPAÇÃO EM SEMINÁRIOS DAS SRE'S         ;00210020864631SSB1233         ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1546;2021;ATIVO;REALIZAR AÇÕES DOS COLEGIADOS ESCOLARES                               ;0010022122081SSG555           ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1546;2021;ATIVO;SCCG-CENTRAL DE PROJETOS                                              ;171-02                        ;10500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTÃO;SEPLAG
1547;2021;ATIVO;SCCG-FORUM SPGF                                                       ;171-02                        ;10500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTÃO;SEPLAG
1548;2021;ATIVO;CAPACITAR DIRETORES E TÉCNICOS DAS ESCOLAS ESTADUAIS                  ;0010022122081SSG466           ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1549;2021;ATIVO;IMPLEMENTAR O CENTRO PROFISSIONAL DE CAXAMBU                          ;9824121774956W298             ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1550;2021;ATIVO;CAPACITAR PESSOAL ADMINISTRATIVO DAS SRE E DAS ESCOLAS                ;0010022122081SSG517           ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1551;2021;ATIVO; -AVALIAÇÃO DESEMPENHO: AED, ADI E ADGP.                               ;0010022122081SSG526           ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1552;2021;ATIVO;ELABORAR PLANO DE DESENVOLVIMENTO DO SERVIDOR - PADES                 ;0010022122081SSG151           ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1553;2021;ATIVO;CAPACITAR E TREINAR SERVIDORES DO ÓRGÃO CENTRAL.                      ;0010022122081SSG1242          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1555;2021;ATIVO;REALIZAR MESTRADO PROFISSIONAL EM GESTÃO E AVALIAÇÃO                  ;0010022122081SSG231           ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1559;2021;ATIVO;PUBLICACOES E EDUCACAO NO SISTEMA SOCIOEDUCATIVO                      ;0021020864632SSB1236          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1561;2021;ATIVO;MATERIAL ESCOLAR DA EDUCACAO NO SISTEMA SOCIOEDUCATIVO                ;0021020864632SSB1235          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1563;2021;ATIVO;PROGRAMADE CONVIVENCIA DEMOCRATICA.                                   ;0021020864632SSB1240          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1564;2021;ATIVO;GERENCIAR E ACOMPANHAR O PROFUNCIONÁRIOS                              ;0010022122081SSG990           ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1565;2021;ATIVO;EXECUTAR E ACOMPANHAR PROJETO.                                        ;00100117744956W290            ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1567;2021;ATIVO;COORDENAR INICIATIVA EDUCADORES DO BRASIL                             ;0021022122078SSG1243          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1568;2021;ATIVO;EMENDA - 59 - ADQUIRIR MOBILIÁRIO E EQUIPAMENTOS ESCOLARES            ;0010082114643SRF1540          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1574;2021;ATIVO;ACELERAR ANÁLISE DOS PROCESSOSDE APOSENTADORIA                        ;0021022122079SSG991           ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1575;2021;ATIVO;ATUALIZAR OS CONHECIMENTOS DOS SERVIDORES NA ÁREA DE PESSOAL.         ; 0010022122081SSG956          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1576;2021;ATIVO;VISITAS TECNICAS.                                                     ;0021020864632SSB1237          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1577;2021;ATIVO;SEMINÁRIO PARA PROFESSORES DO ENSINO MÉDIO                            ;0021020814611SSB1246          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1578;2021;ATIVO;TERRITÓRIO DE INICIAÇÃO CIENTÍFICA                                    ;0021020814611SSB1245          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
1579;2021;ATIVO; PROJETOS INOVADORES                                                  ; 0021020814611SSB961          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
